Latitude,Longitude,count,category
48.10857431270276,11.416198187112737,0,1
48.19938512351368,11.541268609647968,0,1
48.18316890729744,11.523522130774726,0,1
48.23262836675696,11.41746579274654,0,1
48.13560133972982,11.444508046267671,0,1
48.11397971810817,11.429296778662035,0,1
48.20830404243261,11.713662975845178,0,1
48.12262836675683,11.519719313873317,0,1
48.19127701540556,11.628310863169109,0,1
48.07424998837839,11.467747482887393,0,1
48.2028986370272,11.608874243450796,0,1
48.099114853243286,11.541268609647968,0,1
48.08289863702705,11.542113680070504,0,1
48.192898637027184,11.420001004014146,0,1
48.139655393783876,11.517184102605711,0,1
48.10046620459464,11.398451708239495,0,1
48.11073647486492,11.560705229366281,0,1
48.11424998837844,11.614789736408543,0,1
48.18100674513528,11.451268609647954,0,1
48.14884458297308,11.711972835000108,0,1
48.08452025864867,11.59915593359164,0,1
48.13722296135144,11.534930581478953,0,1
48.23262836675696,11.400141849084566,0,1
48.116952691081146,11.59366297584516,0,1
48.215601339729915,11.647747482887421,0,1
48.20965539378396,11.525212271619797,0,1
48.2304662045948,11.666339032183199,0,1
48.2056013397299,11.601691144859245,0,1
48.09614188027031,11.488874243450777,0,1
48.116682420810875,11.49563480683106,0,1
48.23614188027048,11.424226356126823,0,1
48.143979718108206,11.394226356126818,0,1
48.08722296135138,11.571268609647973,0,1
48.23019593432453,11.490986919507115,0,1
48.20830404243261,11.415353116690202,0,1
48.1642499883785,11.395493961760621,0,1
48.225331069459656,11.684930581478977,0,1
48.10965539378384,11.552254525140928,0,1
48.233709447838045,11.661268609647987,0,1
48.12803377216224,11.505353116690216,0,1
48.13154728567576,11.460141849084575,0,1
48.242628366756975,11.586902412464877,0,1
48.15370944783795,11.549719313873322,0,1
48.11992566405412,11.511268609647964,0,1
48.08370944783786,11.480846074436691,0,1
48.14100674513523,11.674789736408552,0,1
48.1918175559461,11.594085511056427,0,1
48.2212770154056,11.386198187112733,0,1
48.08830404243246,11.452536215281757,0,1
48.15397971810822,11.659155933591649,0,1
48.19992566405422,11.567888327957832,0,1
48.09262836675679,11.471127764577535,0,1
48.16397971810823,11.705212271619825,0,1
48.11046620459465,11.423381285704288,0,1
48.166141880270395,11.54633903218318,0,1
48.2147905289191,11.41746579274654,0,1
48.197763501892055,11.697184102605739,0,1
48.13587161000009,11.669296778662073,0,1
48.17181755594608,11.44112776457753,0,1
48.1504662045947,11.597888327957836,0,1
48.126141880270346,11.625775651901503,0,1
48.130736474864946,11.600001004014175,0,1
48.07397971810812,11.467324947676126,0,1
48.07343917756758,11.674789736408552,0,1
48.11289863702709,11.708170018098699,0,1
48.165871610000124,11.640986919507139,0,1
48.170195934324454,11.620282694155023,0,1
48.13614188027036,11.472395370211338,0,1
48.11100674513519,11.443662975845136,0,1
48.18641215054069,11.589437623732483,0,1
48.14100674513523,11.670141849084608,0,1
48.238304042432645,11.461409454718378,0,1
48.07830404243245,11.450423539225419,0,1
48.16533106945958,11.53746579274656,0,1
48.19100674513529,11.581409454718397,0,1
48.188574312702855,11.450846074436686,0,1
48.10857431270276,11.584789736408538,0,1
48.06803377216217,11.696339032183204,0,1
48.13181755594603,11.424226356126823,0,1
48.10560133972978,11.629578468802912,0,1
48.084790528918944,11.6807052293663,0,1
48.14722296135145,11.526057342042332,0,1
48.12857431270278,11.685775651901512,0,1
48.18641215054069,11.555212271619801,0,1
48.15803377216228,11.59535311669023,0,1
48.10208782621626,11.573381285704311,0,1
48.0861418802703,11.470282694155,0,1
48.071547285675685,11.62070522936629,0,1
48.23479052891913,11.687465792746583,0,1
48.152087826216324,11.714508046267714,0,1
48.138574312702794,11.463944665985984,0,1
48.129925664054134,11.636339032183194,0,1
48.23668242081102,11.390846074436677,0,1
48.09587161000004,11.493944665985989,0,1
48.170736474864995,11.60633903218319,0,1
48.23587161000021,11.513381285704302,0,1
48.13100674513522,11.547184102605716,0,1
48.19046620459475,11.644789736408548,0,1
48.21370944783802,11.445353116690207,0,1
48.14911485324335,11.421691144859217,0,1
48.18208782621636,11.403522130774707,0,1
48.148304042432535,11.556057342042337,0,1
48.13992566405415,11.473240440633873,0,1
48.188574312702855,11.686620722324047,0,1
48.22695269108128,11.390001004014142,0,1
48.08587161000003,11.553944665985998,0,1
48.20073647486503,11.662113680070522,0,1
48.144249988378476,11.584789736408538,0,1
48.10019593432437,11.582254525140932,0,1
48.14614188027037,11.594930581478962,0,1
