xgcswgs84,ygcswgs84
11.486995511,48.209215797
11.582668492,48.104795498
11.452929585,48.146857837
11.502936546,48.142969485
11.609642832,48.109400825
11.472350913,48.209718018
11.585043118,48.199014876
11.587278294,48.104695829
11.530367802,48.082157794
11.6173676,48.114798995
11.63048709,48.223691266
11.624282936,48.211295765
11.626853745,48.199816
11.503027157,48.142959837
11.59431302,48.174975988
11.58732961,48.210710037
11.625529133,48.096336937
11.620666409,48.106701779
11.537132285,48.155495858
11.502936546,48.142969485
11.570788636,48.105521919
11.472291086,48.145626759
11.518765105,48.141380302
11.654814272,48.139301216
11.475119255,48.145318422
11.455769098,48.204860332
11.48552346,48.086678036
11.491159322,48.144264726
11.618828688,48.207185382
11.49455289,48.112256868
11.486554174,48.075381884
11.608134181,48.109059048
11.533448104,48.140129617
11.584221745,48.195773638
11.536573682,48.151668999
11.590040616,48.176769649
11.614557247,48.095780804
11.559389114,48.112582309
11.643708526,48.212366667
11.60434167,48.108584615
11.576114725,48.111371749
11.518647383,48.141309838
11.622185581,48.160935099
11.541052358,48.094038185
11.403840499,48.126085805
11.616126549,48.112928366
11.574996972,48.10967881
11.519664521,48.109841304
11.528211627,48.140361886
11.661539487,48.090702718
11.558033988,48.176380732
11.398792853,48.138852521
11.457184518,48.165727153
11.534379605,48.138440858
11.423764002,48.14284246
11.640139931,48.242972203
11.52617505,48.109965194
11.634677632,48.127375694
11.518662469,48.221923731
11.617660472,48.115363665
11.524220412,48.140768514
11.476380453,48.209739772
11.600179867,48.175998261
11.620627922,48.124656359
11.534423029,48.136772166
11.471576777,48.115054336
11.47283567,48.089854265
11.61930456,48.158025498
11.541309552,48.095718063
11.549987111,48.189743551
11.680226157,48.083231838
11.430402057,48.14375126
11.545011259,48.176472639
11.420586676,48.171265211
11.502345574,48.08721623
11.525162238,48.090550995
11.653881947,48.094120916
11.648466395,48.083851926
11.620437828,48.130199931
11.65602152,48.09328033
11.502910079,48.142972925
11.687586941,48.117941652
11.575649961,48.111719943
11.537427394,48.159779203
11.540902725,48.174757445
11.616074837,48.130866617
11.534756754,48.187007254
11.469674704,48.20970508
11.479297058,48.145185835
11.654307784,48.124837733
11.706001596,48.112036126
11.575919718,48.111725637
11.669985438,48.137959325
11.414728404,48.129996413
11.485370249,48.144829579
11.614219617,48.190741124
11.488598125,48.144523891
11.673583293,48.137335613
11.454656553,48.148804012
11.491717112,48.201312593
11.599890061,48.170912476
11.578969547,48.109157174
11.395481083,48.137844601
11.520971791,48.222614561
11.48690433,48.144686168
11.431752168,48.151590101
11.56762203,48.176703061
11.529881346,48.21265285
11.574321076,48.177782436
11.398355059,48.138721386
11.646346752,48.096469415
11.537137629,48.224573786
11.485179648,48.210267638
11.456869027,48.16534806
11.392304724,48.146132187
11.480385297,48.20955813
11.573541293,48.177775153
11.595265873,48.174140184
11.554192418,48.176090165
11.448088302,48.170721334
11.620589949,48.122541861
11.624921735,48.222898247
11.47366983,48.145366768
11.478124031,48.145221357
11.613600273,48.189921323
11.585571432,48.202631305
11.591265622,48.105358979
11.616972566,48.190554801
11.539651435,48.110289744
11.676885487,48.119504624
11.600059384,48.107715734
11.587728433,48.095709262
11.500303112,48.12582162
11.541884193,48.226100215
11.535145272,48.186979744
11.493090713,48.144068875
11.528112708,48.140368092
11.584292496,48.189835105
11.590040616,48.176769649
11.552903804,48.112386294
11.653783299,48.094152652
11.532772647,48.13266935
11.597027062,48.162643058
11.62600495,48.099852817
11.601569086,48.177412449
11.493513712,48.144026095
11.556788719,48.178431581
11.683387681,48.118406303
11.615660754,48.144966037
11.443915641,48.145622892
11.589826806,48.105007486
11.620046055,48.137250999
11.630230363,48.170093052
11.584297384,48.188179404
11.502936546,48.142969485
11.671382474,48.11965327
11.487402167,48.086898579
11.598847933,48.169364188
11.590055271,48.176764129
11.42381015,48.142848928
11.528084786,48.140369769
11.397909401,48.179704242
11.6170911,48.130784429
11.528151018,48.140365792
11.494519699,48.098743621
11.57615335,48.111450731
11.584454051,48.18757321
11.591669361,48.105479247
11.517642786,48.119304168
11.54372047,48.199819273
11.584924396,48.182140595
11.518946238,48.141354502
11.69326427,48.116479895
11.502034025,48.192887087
11.528768371,48.140325997
11.491740739,48.112830912
11.517432128,48.111745016
11.533253268,48.225103927
11.499430413,48.212964764
11.574173945,48.10858538
11.624534652,48.184916681
11.538087289,48.162875079
11.579208557,48.108688554
11.531357291,48.131795935
11.585085006,48.180479578
11.540993753,48.102214517
11.704923926,48.112379913
11.523342105,48.075444127
11.436613312,48.187098823
11.646443263,48.096426094
11.524460639,48.140748667
11.434623647,48.204170523
11.534468347,48.140751532
11.509966789,48.21868527
11.619840806,48.191173615
11.548651485,48.176271872
11.523434462,48.110053875
11.458436855,48.146924898
11.661875995,48.122416851
11.683726284,48.118483898
11.569084082,48.111901752
11.59618064,48.16355887
11.522863212,48.109722103
11.533267286,48.18705814
11.421042661,48.171589663
11.502894722,48.14297492
11.534939986,48.144086841
11.485426773,48.144824448
11.502913814,48.14331433
11.506388147,48.142776987
11.502222928,48.112065337
11.534620436,48.142909607
11.612672189,48.185737902
11.522396191,48.126579514
11.537365259,48.158925936
11.530366947,48.131313659
11.5244139,48.109982199
11.620892267,48.191585575
11.550031174,48.11231976
11.614522338,48.11156371
11.551792484,48.185891959
11.504808118,48.142841965
11.557954942,48.176074137
11.472087652,48.145419533
11.57834269,48.177697779
11.677363835,48.119349969
11.492293646,48.144149705
11.575149209,48.109678934
11.532421063,48.140088969
11.585090872,48.180170708
11.485963343,48.123813495
11.62610871,48.129289743
11.616223709,48.148912506
11.585085956,48.200176721
11.481393525,48.114970069
11.682719496,48.118659146
11.656123252,48.093221999
11.707792082,48.142046752
11.676557991,48.119389048
11.640695753,48.138879839
11.622244967,48.105909111
11.503462404,48.143273008
11.53664113,48.14840803
11.533916337,48.187001472
11.603986607,48.108539367
11.674704875,48.085708031
11.507777465,48.112473887
11.567839811,48.112932584
11.502884387,48.142976264
11.668936981,48.088095988
11.419743527,48.170680803
11.523073855,48.140786126
11.661835365,48.090601728
11.629384857,48.138586875
11.512421621,48.142090802
11.704598946,48.112446533
11.585065341,48.177865849
11.528244716,48.080094493
11.538416467,48.090686778
11.587288077,48.10469613
11.52608222,48.140521697
11.646345718,48.096467849
11.520400689,48.124229179
11.452455447,48.134920367
11.489115326,48.085650465
11.493629551,48.144014842
11.57928097,48.108535565
11.636601348,48.217403155
11.649064064,48.105553747
11.635988199,48.174744148
11.591544463,48.105440174
11.528039623,48.079770335
11.522725143,48.14082458
11.539871595,48.112964981
11.554760919,48.086819674
11.616200642,48.130847422
11.469139851,48.209693982
11.62045786,48.130196416
11.578312815,48.177700594
11.457298696,48.168721217
11.620488891,48.124653083
11.625529639,48.096342097
11.481328874,48.088128702
11.620042963,48.1376216
11.502964091,48.142966552
11.614915124,48.136943301
11.585395038,48.177993581
11.521839487,48.109914409
11.398809428,48.179679108
11.585090872,48.180170708
11.503802882,48.11217058
11.630343119,48.128314364
11.508194492,48.217711509
11.606041726,48.108788679
11.510800155,48.125010211
11.614199017,48.189126674
11.395499101,48.14129542
11.518018663,48.119865821
11.481106334,48.115029059
11.590658216,48.175445663
11.601083161,48.176971064
11.495437293,48.19448379
11.711775047,48.111032128
11.500249213,48.143341677
11.548829502,48.191627294
11.651537064,48.104685361
11.704468324,48.142258571
11.502969261,48.143311736
11.454590941,48.204680746
11.604871312,48.157005564
11.587638483,48.104714828
11.397471704,48.137444607
11.651663512,48.104548551
11.645016619,48.087818536
11.487652926,48.20592749
11.555235836,48.180768936
11.590055271,48.176764129
11.532603163,48.22499863
11.537359024,48.151792258
11.557554824,48.176077328
11.528841598,48.224459625
11.587631219,48.095539141
11.567074124,48.101376881
11.509521152,48.218333135
11.537851621,48.165932046
11.549250758,48.190947966
11.470884402,48.209711748
11.537644663,48.157082352
11.617971492,48.110931508
11.539563916,48.18663464
11.534101144,48.187053673
11.58706389,48.21034898
11.523146005,48.090505086
11.529195923,48.189046733
11.607499545,48.108954785
11.584405363,48.196022014
11.584599302,48.184320237
11.683700715,48.118487274
11.515207012,48.141771937
11.587114014,48.210602181
11.632421832,48.21942148
11.560959208,48.091144025
11.553448775,48.183647785
11.519534436,48.072058079
11.592907692,48.105882768
11.528643442,48.12994728
11.430494857,48.143764385
11.518706026,48.123934747
11.482349932,48.145073845
11.574547314,48.108956777
11.621416962,48.106146509
11.615663832,48.112467643
11.587065275,48.210356133
11.522767044,48.140902114
11.478804707,48.145200635
11.58801976,48.177644114
11.617100572,48.190581249
11.545022342,48.11190961
11.631924905,48.223132752
11.482631085,48.145058206
11.620971458,48.191624491
11.497810711,48.212024721
11.647016406,48.097172272
11.625352703,48.094908986
11.511190003,48.124957255
11.534933018,48.144040456
11.575121799,48.109642426
11.485084008,48.210152425
11.487470598,48.086164847
11.683403657,48.118403379
11.550095569,48.076926952
11.540856189,48.202299427
11.534770192,48.140160439
11.531336627,48.131783322
11.547964807,48.176279405
11.587128248,48.096348843
11.535772918,48.186935299
11.404269496,48.140044403
11.530560744,48.131309869
11.603918617,48.108529844
11.499186025,48.212813921
11.485063616,48.210401851
11.54374252,48.199782274
11.516069966,48.124286538
11.534024602,48.139222435
11.533395196,48.187115873
11.593030874,48.105924245
11.567351486,48.176512707
11.614741803,48.138528685
11.590306516,48.17667006
11.616223902,48.148913598
11.456668434,48.165066622
11.517567481,48.141495028
11.617043869,48.130792676
11.521090244,48.090498264
11.522080745,48.140979037
11.540774935,48.102931106
11.613627616,48.104272137
11.612301873,48.110361753
11.590055271,48.176764129
11.603963471,48.108536127
11.526835899,48.140459103
11.519284064,48.141306382
11.534561066,48.086737291
11.531914798,48.131848506
11.425065338,48.174505514
11.441171963,48.203899653
11.461252903,48.207359702
11.511190003,48.124957255
11.650849669,48.139372799
11.661715386,48.090643641
11.39986991,48.155948033
11.537268332,48.224488621
11.534088391,48.139979718
11.617042501,48.11425227
11.61570649,48.131064095
11.687030024,48.139296276
11.521847638,48.126132495
11.630302455,48.128326542
11.651626747,48.104624336
11.600415137,48.160748497
11.648749353,48.083599548
11.50223663,48.112065443
11.439757276,48.149532412
11.575208036,48.177889541
11.6319076,48.22323338
11.606383665,48.108827371
11.536720451,48.186872184
11.537168541,48.155973662
11.587283991,48.210485512
11.44932546,48.146372598
11.599593231,48.107606454
11.584371133,48.188864923
11.62557406,48.197779091
11.466068548,48.114603446
11.534770468,48.140008035
11.626674621,48.138482953
11.614108047,48.097545831
11.436098211,48.186072361
11.638301754,48.1266227
11.584733764,48.184313795
11.516899203,48.113426032
11.551567923,48.186203721
11.502280468,48.112155783
11.703738258,48.112628268
11.434372124,48.182514057
11.537695046,48.161783421
11.501813539,48.192911622
11.644031815,48.126124102
11.519963693,48.109764997
11.504186728,48.215678635
11.457109761,48.147036636
11.562083435,48.226926944
11.63616266,48.216225137
11.619540332,48.119364085
11.649208682,48.082949668
11.504834244,48.125778816
11.587691945,48.095442162
11.541797541,48.186219828
11.58048279,48.106141036
11.529169538,48.109981067
11.516189582,48.109733837
11.526592041,48.109874289
11.487379818,48.113729897
11.62018966,48.120253181
11.477598231,48.145235918
11.589803789,48.092341383
11.605400471,48.108717209
11.540814442,48.18403595
11.411005007,48.164942863
11.640653093,48.214496635
11.52704678,48.109874328
11.587103717,48.210550671
11.510402026,48.106766544
11.481397982,48.114969143
11.474234504,48.209726044
11.629506584,48.204239572
11.617199967,48.196740582
11.511073313,48.142247423
11.496541346,48.143729621
11.64473253,48.126028304
11.417828017,48.155007165
11.630153998,48.128369567
11.537502296,48.160892767
11.485312191,48.209563347
11.634183394,48.127379907
11.602700913,48.178431498
11.611079255,48.109857763
11.510397422,48.125064915
11.469958572,48.114910514
11.467576718,48.209934743
11.611279387,48.109931764
11.558927044,48.175937668
11.5027165,48.142998084
11.614357008,48.111572693
11.659333516,48.091541904
11.536631598,48.153145263
11.428068136,48.204554186
11.593987326,48.176294568
11.502783005,48.087369837
11.591535538,48.176167893
11.436696957,48.19644395
11.584316653,48.187958447
11.476238248,48.145281084
11.58941274,48.177175236
11.52863514,48.129942883
11.628992152,48.220364789
11.63670249,48.104863288
11.540470899,48.104004964
11.604313632,48.184115694
11.615346055,48.130979255
11.456610992,48.164952278
11.461083735,48.182586744
11.704540868,48.112460233
11.585458303,48.201037509
11.704844973,48.112395565
11.531538755,48.140146972
11.590835557,48.090660864
11.411666014,48.129345645
11.578611336,48.109792291
11.414884285,48.167439174
11.602579433,48.108326427
11.622183165,48.105586057
11.616516701,48.113375183
11.522897694,48.075100198
11.707813242,48.144490329
11.613788753,48.106568551
11.530200482,48.110083728
11.615412229,48.11093749
11.585090196,48.09968213
11.455738509,48.147078013
11.49482025,48.197336216
11.584215572,48.189105642
11.510800155,48.125010211
11.445545983,48.203945967
11.559148537,48.112551942
11.504007834,48.215743007
11.477291969,48.115493192
11.620712824,48.224613395
11.621751339,48.129895423
11.584193199,48.194691336
11.560424895,48.112624015
11.483526588,48.21374045
11.624693367,48.163791178
11.596865057,48.17397305
11.519165311,48.122109603
11.630282986,48.128416027
11.499180532,48.212641976
11.620435476,48.20361806
11.622888565,48.1297047
11.477135778,48.115488719
11.662099164,48.122339305
11.517021055,48.114456243
11.484988035,48.211875545
11.640471015,48.214623821
11.648009956,48.098688372
11.614770492,48.136769983
11.634803733,48.12725405
11.533441099,48.187044497
11.458726066,48.150266846
11.661587514,48.122415261
11.585257303,48.2009801
11.645233697,48.086609369
11.622527301,48.129759908
11.621974616,48.129855821
11.671358578,48.119531044
11.566876644,48.100937175
11.421967369,48.172247609
11.517025868,48.114123936
11.655144666,48.124649002
11.521609866,48.125721609
11.441905283,48.149132602
11.584967976,48.181736087
11.613435292,48.100682727
11.42381015,48.142848928
11.515042478,48.141791236
11.55122009,48.079276772
11.599613631,48.107611236
11.537342131,48.151586762
11.585400747,48.200761785
11.460831636,48.176575338
11.502372303,48.112155676
11.499318791,48.193286933
11.580574358,48.106415348
11.615876819,48.091355693
11.51944395,48.190405261
11.548534872,48.073764979
11.561678515,48.112882971
11.615873124,48.091370321
11.392290134,48.146131827
11.584356379,48.189033838
11.480176793,48.216785618
11.616191824,48.130922749
11.531993237,48.110512777
11.586310622,48.2055331
11.58481264,48.183353293
11.647580346,48.209867631
11.521960691,48.126233177
11.541650874,48.186167987
11.618223258,48.199633298
11.682390418,48.118588755
11.534381293,48.137490766
11.593112913,48.175680924
11.584716149,48.198120434
11.474959314,48.089131283
11.701490923,48.113056514
11.485642884,48.086647094
11.491865735,48.209879098
11.621320828,48.105911702
11.597069151,48.180318995
11.617666526,48.115375526
11.591916633,48.174915134
11.398119775,48.154569911
11.614557247,48.095780804
11.431513197,48.204349007
11.615733366,48.194084307
11.598598063,48.169002616
11.587696745,48.095434497
11.553948201,48.182815922
11.601814306,48.108144817
11.469782304,48.209706617
11.518658284,48.141351529
11.436958081,48.195410154
11.699310512,48.142191367
11.539111296,48.172848922
11.550386648,48.188913494
11.512364449,48.142097189
11.616710567,48.15524722
11.618968483,48.118284932
11.502969261,48.143311736
11.590034812,48.176771834
11.644883597,48.126099006
11.472337457,48.209717961
11.584733764,48.184313795
11.557998651,48.17616808
11.585097111,48.18007336
11.496719642,48.143711295
11.584598212,48.184401493
11.630561809,48.128351252
11.62076032,48.122968674
11.502969261,48.143311736
11.595675082,48.178685235
11.518453171,48.14137981
11.677141746,48.119364757
11.559960026,48.176027541
11.537599784,48.162380528
11.65378418,48.094152368
11.602440712,48.158401886
11.537710741,48.162024372
11.584447995,48.187726696
11.556685918,48.090368391
11.550794671,48.112290917
11.615548245,48.112511697
11.614535551,48.138224682
11.534773845,48.140430756
11.646620355,48.12586963
11.621634831,48.129989863
11.478976168,48.145195403
11.561815076,48.175990821
11.52323735,48.075360423
11.593614693,48.176472335
11.593008894,48.175741193
11.514998795,48.141796355
11.496897637,48.143693345
11.620133421,48.130178915
11.55632151,48.15231432
11.475586423,48.183451548
11.564944326,48.172128192
11.494017479,48.128728437
11.590241995,48.131207361
11.588544363,48.131767111
11.574746126,48.10751549
11.603255999,48.149206327
11.421419609,48.147478113
11.407466473,48.17750193
11.565992139,48.167816201
11.67156205,48.121015962
11.564081538,48.151165853
11.410974105,48.134852418
11.573490572,48.163600782
11.535107346,48.152219958
11.578871004,48.145280247
11.589053746,48.137113382
11.574323327,48.140591065
11.558218033,48.151091065
11.541606016,48.139637217
11.560928067,48.140112983
11.694149443,48.133491833
11.409389204,48.152450473
11.619420107,48.197760233
11.563215342,48.159793647
11.566939561,48.134794435
11.519184377,48.177207946
11.563293758,48.160844273
11.507335451,48.117039972
11.571273621,48.15242226
11.502908061,48.130854563
11.564710252,48.137329796
11.619457565,48.121954216
11.596741223,48.104475382
11.59682096,48.129019259
11.555662049,48.147994043
11.585643678,48.175973627
11.551649961,48.138466665
11.560931198,48.144700899
11.610093577,48.132434493
11.566849253,48.134977751
11.580079216,48.187786336
11.615421342,48.126948717
11.553877935,48.139123186
11.5061108,48.18152936
11.435559509,48.150678059
11.590993033,48.130648044
11.603921627,48.139927347
11.484141234,48.089035888
11.547639162,48.126841152
11.558633775,48.138006581
11.646298166,48.106652586
11.574193153,48.152452936
11.586367992,48.169490594
11.564144689,48.163508261
11.573222051,48.178951638
11.568936688,48.092781668
11.555959095,48.124429623
11.545168777,48.171768909
11.577810921,48.170137543
11.574763439,48.13624936
11.493165386,48.141365808
11.496394269,48.088707038
11.567823372,48.206491619
11.576823309,48.166864192
11.521236229,48.186215322
11.565422887,48.148285549
11.564093772,48.137404923
11.576255155,48.112097154
11.588941091,48.165220534
11.565531146,48.138895165
11.568368643,48.155109156
11.513192238,48.098196808
11.607478476,48.120954511
11.54184856,48.121890619
11.549545526,48.125144261
11.625812971,48.102973607
11.511598856,48.157143885
11.564341631,48.170064217
11.51652839,48.078937844
11.567879403,48.187359005
11.582219039,48.119754266
11.594643508,48.110848066
11.610951981,48.124791912
11.566570009,48.13329303
11.643959476,48.089334503
11.565318977,48.137810872
11.474934508,48.164470479
11.583716652,48.144341174
11.557029166,48.143910613
11.609739543,48.124919249
11.652871908,48.097209887
11.674681331,48.08352217
11.555904749,48.137573821
11.533343444,48.078140008
11.526776761,48.168656096
11.537350415,48.151671884
11.503340597,48.139654066
11.586470801,48.198885615
11.530841394,48.131147122
11.70955853,48.103604211
11.646309874,48.107198856
11.633702354,48.136150639
11.52758547,48.116653155
11.53949237,48.114435599
11.55840597,48.130136176
11.501614841,48.098550757
11.704432181,48.133465155
11.624290097,48.120188329
11.489314976,48.140432075
11.489327582,48.130102832
11.58546965,48.154828342
11.502838437,48.127709486
11.535935791,48.146312555
11.586323526,48.167662107
11.659231221,48.103512003
11.578364985,48.144353247
11.586495238,48.156793634
11.560990917,48.14052985
11.616336782,48.149121702
11.55262394,48.148968941
11.533801547,48.1127637
11.605940128,48.120880379
11.602422224,48.114739309
11.502982187,48.125564407
11.641778181,48.156566572
11.568156736,48.133767722
11.560651786,48.120055413
11.606283837,48.120836072
11.569805905,48.111468007
11.448774426,48.17359874
11.46524476,48.146195153
11.625557426,48.147998217
11.646501226,48.108965548
11.543908602,48.122148605
11.53869268,48.116923405
11.458665662,48.149639335
11.572654056,48.188986113
11.502179972,48.108330438
11.605988127,48.186621412
11.57862776,48.101408504
11.606867121,48.144766809
11.526061757,48.116761227
11.579147554,48.167069613
11.549765868,48.149217715
11.586115692,48.137939594
11.5793466,48.146425988
11.526134274,48.224993544
11.558604053,48.135641685
11.641424081,48.146551035
11.566220432,48.153883281
11.569131882,48.137498735
11.56669749,48.133529762
11.565772742,48.187215872
11.562421004,48.186840403
11.502829179,48.190089478
11.553011656,48.083117555
11.583723409,48.155711122
11.526028985,48.118656827
11.53257253,48.137824464
11.592758154,48.187848445
11.565207088,48.139276017
11.558637755,48.141368627
11.558956565,48.168540572
11.594374797,48.111273549
11.477180845,48.115671202
11.494899299,48.129313034
11.602426981,48.146766033
11.565413454,48.191503369
11.590111398,48.131169353
11.542021712,48.137726881
11.589550112,48.137126665
11.549787453,48.136793379
11.575325373,48.119488429
11.432258015,48.199626199
11.549523917,48.14605201
11.544892594,48.150843308
11.522155531,48.168551179
11.544672209,48.15030507
11.600173058,48.143738534
11.531267763,48.156377789
11.52872512,48.208909742
11.56606222,48.153932707
11.534989736,48.152323099
11.546440819,48.146715221
11.595314236,48.150725764
11.511665399,48.180956492
11.574400323,48.14472825
11.573780574,48.134558081
