xgcswgs84,ygcswgs84
11.568810484,48.178383694
11.598745283,48.141084638
11.576792259,48.147724113
11.567585776,48.131943803
11.554999158,48.144291367
11.580293592,48.20661604
11.394860305,48.174870267
11.590645134,48.116614617
11.536756443,48.151793714
11.479325647,48.125785618
11.534319105,48.152571647
11.523983623,48.156246289
11.500804238,48.139690676
11.617770274,48.152193815
11.581825424,48.1278491
11.665996641,48.103271958
11.630539746,48.176553557
11.59841602,48.124649289
11.581856917,48.151695975
11.534576866,48.153269069
11.547568946,48.126903563
11.624220306,48.190843831
11.518211917,48.120935341
11.546441055,48.123123632
11.559171452,48.129886152
11.569096386,48.14093094
11.555794815,48.129991477
11.534288497,48.109552905
11.655040091,48.096007168
11.583932128,48.099015164
11.615704263,48.154158227
11.569084583,48.15891446
11.60065589,48.148838906
11.586075784,48.131786075
11.590032593,48.201381763
11.575389882,48.119557841
11.624910089,48.117074933
11.502587305,48.119522647
11.423256951,48.141415186
11.546048598,48.186107995
11.554508944,48.186123395
11.624161583,48.167689514
11.474575054,48.142478465
11.548634264,48.112016265
11.59531391,48.10890993
11.503730786,48.082024789
11.596065951,48.148334041
11.60132325,48.126546191
11.684736698,48.119417171
11.414389947,48.175112956
11.552881207,48.126649435
11.55863227,48.138213391
11.529809814,48.131872738
11.517244808,48.111527822
11.567348306,48.178563514
11.550556363,48.136001487
11.461329494,48.147178953
11.59469785,48.170934661
11.643384519,48.095558619
11.658645579,48.101095211
11.564941707,48.090952329
11.559659855,48.186563065
11.543513741,48.186375456
11.537524752,48.154081952
11.629085391,48.112293333
11.588664116,48.138929181
11.558729575,48.14308479
11.54584481,48.103892434
11.526931557,48.102341376
11.622313084,48.120264774
11.574219555,48.152534361
11.547696527,48.15954065
11.477410901,48.116442675
11.558101213,48.150223628
11.502402444,48.112029115
11.566596035,48.133417304
11.569442719,48.204928348
11.654822134,48.116344374
11.551023198,48.139084492
11.553057798,48.14853549
11.461152663,48.181027545
11.590645134,48.116614617
11.543522527,48.214867251
11.554115833,48.148347703
11.561086719,48.141233314
11.555912179,48.137745455
11.526149675,48.112769665
11.560074891,48.141341416
11.565319049,48.143454007
11.517365618,48.117817734
11.58176719,48.152304895
11.645063994,48.099080745
11.558603496,48.135614021
11.548548961,48.11575498
11.502453947,48.139699083
11.559181029,48.214276093
11.52119638,48.151163763
11.560370531,48.130444479
11.585323396,48.159264493
11.563445051,48.145255187
11.581792236,48.125040936
11.571151051,48.152456203
11.573371621,48.120289928
11.563272666,48.207217006
11.556058824,48.139107602
11.55200391,48.139063609
11.550105598,48.149218892
11.591116694,48.167517081
11.453135325,48.145927441
11.463570604,48.146404055
11.549276021,48.12479573
11.504035289,48.094291301
11.555938825,48.139766094
11.537265242,48.150485501
11.520268722,48.151081714
11.516705471,48.155842803
11.541506459,48.145118759
11.549312643,48.145111913
11.580526286,48.148937312
11.531642742,48.145463776
11.565050753,48.167883358
11.561020034,48.139289252
11.566383807,48.140511289
11.544828004,48.127741932
11.549601891,48.186013025
11.577393221,48.148657125
11.585545675,48.159570556
11.578301385,48.111947283
11.594608037,48.127515807
11.581615711,48.151227469
11.51141087,48.158806636
11.574767053,48.184414352
11.587552486,48.123873102
11.535481743,48.139907397
11.554829142,48.142235561
11.550254176,48.137542967
11.697037638,48.133417569
11.547029954,48.12022414
11.588114416,48.131634468
11.54861963,48.125774426
11.522603823,48.106874451
11.577931128,48.166669122
11.565453353,48.148327746
11.569308559,48.151000726
11.576149865,48.187575193
11.492221389,48.116783569
11.581873289,48.151712657
11.542508544,48.21827725
11.573306411,48.180048381
11.544767251,48.127547584
11.509313706,48.118404625
11.56270003,48.164664166
11.561793807,48.156127614
11.581587906,48.151316945
11.580390554,48.15166577
11.562968001,48.159432345
11.564235091,48.151125823
11.495868611,48.13401492
11.570349481,48.128303535
11.541930999,48.133729499
11.424167851,48.174177492
11.536848749,48.155971376
11.556087639,48.128150359
11.549807136,48.138723901
11.503039023,48.135540059
11.55569109,48.126487877
11.560043158,48.125638275
11.556545781,48.142054557
11.563761485,48.205100455
11.628290572,48.147312264
11.646673781,48.103672929
11.609542945,48.139721222
11.520342352,48.14667827
11.572166151,48.197451824
11.546414747,48.112067112
11.60238949,48.103951702
11.551900999,48.126295214
11.585616036,48.175545011
11.553767777,48.121206023
11.549304807,48.136393324
11.54713721,48.135666981
11.534893468,48.140027928
11.50258711,48.119513656
11.451638959,48.143132329
11.591224918,48.116190562
11.407857612,48.177238704
11.658271101,48.100381005
11.507098613,48.145825241
11.564727447,48.137428183
11.536400798,48.167470179
11.579349037,48.12923201
11.580230897,48.159962053
11.669137772,48.139875323
11.502611199,48.126050006
11.580944407,48.115550872
11.566792179,48.167767888
11.48129539,48.119489313
11.552215631,48.152609223
11.59891547,48.152450238
11.437684107,48.170258445
11.605183508,48.104570808
11.671046304,48.115529475
11.445298848,48.148473414
11.544245604,48.151798383
11.57169669,48.13123941
11.537819082,48.165870511
11.584204599,48.143723144
11.511334202,48.180941487
11.582903079,48.184262963
11.537300667,48.146153677
11.566154418,48.18728763
11.656502208,48.117005168
11.502971945,48.126231991
11.603910738,48.146652527
11.503313113,48.149295912
11.521319186,48.106209713
11.582163432,48.138707331
11.583000251,48.184224358
11.56216137,48.21343659
11.586299247,48.162704288
11.598986131,48.165204191
11.505076729,48.08970004
11.571348116,48.151567763
11.556279194,48.142002452
11.587507788,48.167384604
11.615772169,48.163240195
11.530281797,48.152405138
11.563311725,48.12463802
11.503437503,48.188172256
11.561496553,48.146895051
11.508676074,48.170786831
11.472808485,48.177610029
11.55763871,48.139268698
11.526372291,48.16107572
11.692928179,48.111555287
11.60913511,48.138786968
11.668161858,48.123145973
11.529907952,48.159666393
11.597910115,48.122856703
11.604938193,48.128875981
11.613690589,48.127093025
11.575679407,48.157670138
11.540168629,48.11653982
11.585727661,48.096448868
11.556099194,48.141904639
11.525085211,48.11608925
11.549661325,48.157529496
11.531419244,48.153466507
11.557403478,48.12138285
11.605962063,48.18657829
11.420007396,48.147256965
11.548712828,48.153191571
11.558474828,48.129558771
11.561955559,48.146744268
11.56647089,48.166266576
11.667436324,48.123587312
11.48748967,48.121361689
11.541488576,48.125296806
11.575163631,48.091799556
11.623885881,48.131551366
11.560532394,48.101996898
11.511447903,48.135076067
11.579703618,48.147183963
11.576142429,48.1278327
11.476306512,48.158085209
11.586298728,48.162694927
11.502598054,48.125595165
11.580339822,48.115692253
11.553556607,48.139112268
11.585452782,48.176948238
11.552706257,48.126666266
11.558686367,48.147597251
11.460995669,48.188763785
11.63526047,48.170241306
11.555932131,48.13931173
11.585847363,48.143858097
11.560023646,48.137405469
11.535703731,48.198608184
11.558579226,48.148790769
11.596203774,48.130980712
11.560637167,48.219985674
11.563379145,48.208807712
11.479189103,48.115594825
11.586787986,48.161736601
11.579703618,48.147183963
11.54909785,48.125434804
11.613098309,48.120781003
11.559111766,48.212913349
11.502505655,48.12162576
11.526639897,48.07467379
11.572740528,48.186224604
11.559334156,48.145962321
11.588682909,48.155744753
11.62433341,48.168164946
11.489465422,48.179236629
11.473926133,48.091085275
11.578211929,48.144024439
11.582434988,48.130923086
11.608147407,48.137695889
11.611369809,48.131953916
11.574663558,48.130858995
11.546747,48.113007066
11.551851671,48.155886549
11.539983265,48.115680162
11.481213428,48.087791398
11.574970748,48.148772037
11.572973175,48.136656367
11.528049032,48.224167789
11.589588893,48.0916103
11.558856804,48.11899674
11.61475287,48.188549071
11.605286997,48.13627827
11.607818004,48.175451038
11.586464883,48.125699985
11.606243854,48.101602394
11.605853407,48.200672401
11.553390852,48.213639532
11.562619451,48.158353114
11.552857404,48.1390898
11.587780743,48.095300353
11.598984256,48.121360392
11.561907518,48.125172091
11.588996684,48.156638836
11.51145458,48.155065971
11.502763957,48.130529241
11.569972321,48.161024799
11.692270859,48.135560068
11.61313382,48.122565453
11.536921526,48.183556591
11.646739617,48.157191103
11.666711239,48.12391787
11.539441843,48.146810391
11.542452651,48.135749117
11.589187633,48.137392235
11.502907443,48.089827673
11.609577101,48.135480109
11.528202862,48.176411631
11.547254374,48.123556483
11.657697196,48.149870846
11.560203474,48.174320627
11.547261402,48.194399432
11.475442394,48.185447597
11.575041041,48.150500532
11.650297031,48.113124865
11.576319048,48.187107607
11.615440441,48.198853429
11.607106057,48.139366332
11.411052195,48.134891452
11.562429466,48.212787076
11.520043997,48.132278656
11.573939158,48.152064358
11.628067283,48.092279251
11.631056613,48.169864571
11.569851433,48.130955703
11.581457238,48.135377568
11.632088968,48.111065413
11.473630054,48.129071292
11.581003701,48.150115122
11.571232737,48.131624051
11.528431219,48.165170927
11.499819681,48.135558463
11.587571639,48.153300557
11.593574877,48.145264928
11.536756534,48.100293584
11.564710437,48.13733087
11.634242566,48.169242831
11.522396648,48.08254206
11.590344181,48.19267777
11.674867572,48.127375746
11.569386314,48.204927078
11.602089989,48.123888939
11.637440469,48.153065705
11.556209149,48.142342964
11.40586706,48.178467654
11.583648568,48.155552482
11.589929559,48.094997077
11.594553555,48.110828863
11.477927026,48.086906585
11.56141355,48.142028797
11.699058518,48.117143961
11.588664116,48.138929181
11.568736148,48.148676005
11.511551837,48.158652711
11.535532484,48.168155075
11.530160138,48.159734345
11.51143188,48.158420252
11.592432509,48.115018316
11.449423379,48.173851759
11.584503951,48.128665363
11.597691853,48.123156693
11.601546907,48.103732713
11.555182038,48.175791346
11.502805493,48.096271029
11.506958397,48.130992615
11.598031639,48.131970408
11.611243824,48.138439143
11.566761155,48.094303699
11.569302432,48.144307944
11.642466857,48.131721767
11.564950229,48.138728061
11.585834677,48.159983813
11.526313252,48.071741971
11.658649228,48.10110347
11.64294201,48.099431686
11.584955041,48.158314198
11.645903056,48.100763587
11.58452474,48.128684341
11.478902179,48.114742425
11.594075842,48.115077798
11.659015785,48.103515816
11.568400113,48.14208842
11.526339085,48.076504903
11.581332903,48.108531602
11.513594923,48.109684135
11.583359965,48.142020334
11.705340738,48.133584444
11.537637236,48.151625491
11.544110643,48.092472548
11.575715239,48.13925476
11.460356808,48.148915585
11.49283631,48.120619966
11.460577054,48.148822061
11.511069254,48.169700124
11.496930721,48.090280161
11.478981182,48.164159718
11.622516637,48.148579693
11.594526135,48.141946367
11.578655933,48.129801919
11.398805325,48.179721944
11.537350415,48.151671884
11.55806671,48.145589105
11.53005492,48.198356005
11.542319627,48.16287588
11.556873887,48.090687862
11.555856127,48.130006576
11.503350982,48.147127534
11.602473902,48.135851376
11.589182429,48.137381083
11.574599024,48.126955425
11.480702774,48.119553609
11.608237254,48.150906024
11.476398196,48.164412812
11.521435632,48.162640857
11.594205296,48.116245159
11.535167089,48.149437763
11.589421638,48.124458844
11.556003925,48.139230976
11.462185291,48.150677206
11.504536288,48.164303766
11.52247939,48.092987277
11.560209489,48.174314567
11.503058901,48.136188254
11.521036249,48.094899231
11.649578272,48.109080277
11.515933009,48.185202545
11.548443293,48.197459146
11.644322979,48.147234799
11.532981969,48.154534776
11.523564933,48.071928974
11.538833812,48.128065899
11.626039871,48.09958073
11.517240526,48.113224835
11.560086539,48.143151282
11.586384733,48.11124036
11.519165464,48.13961011
11.606281072,48.120835662
11.5885403,48.201246377
11.588250362,48.12879354
11.412846129,48.137471789
11.583031432,48.133963843
11.564376008,48.158110461
11.596988827,48.10480818
11.592166802,48.142320991
11.579096196,48.139302392
11.526073533,48.117282932
11.512489324,48.180552966
11.57842039,48.136118821
11.473104444,48.164598485
11.610298964,48.132343785
11.549578315,48.145924787
11.639803741,48.138599895
11.529077198,48.099842481
11.596564354,48.142535791
11.55851956,48.146693341
11.507385819,48.139552622
11.580633801,48.116255932
11.569671364,48.117854428
11.503228908,48.147133341
11.462180638,48.150584159
11.437646871,48.174749012
11.574978588,48.159610714
11.595756209,48.120133355
11.58967835,48.165928113
11.603653001,48.146369793
11.563312745,48.208269879
11.503149743,48.089831002
11.610228646,48.13258392
11.537265242,48.150485501
11.594465773,48.164577394
11.556072228,48.142046245
11.540148233,48.117485245
11.522903799,48.134416634
11.540745325,48.125310815
11.573435145,48.172678441
11.556709701,48.149532464
11.570384434,48.137437886
11.478144095,48.119693992
11.562829974,48.141604565
11.611029229,48.101349988
11.450322605,48.150975636
11.592478325,48.114895449
11.502785632,48.09020479
11.449296077,48.190112001
11.555588988,48.178368634
11.566034086,48.187187472
11.661664512,48.084998655
11.62775316,48.144372106
11.556447746,48.128613476
11.47921484,48.123910738
11.602505169,48.135675336
11.617808727,48.153181142
11.532599269,48.214927394
11.574867877,48.14123724
11.53380341,48.112746294
11.627680362,48.13815644
11.573641518,48.143438783
11.626671483,48.171466175
11.583464484,48.14053117
11.560238776,48.142555799
11.515309036,48.152308238
11.557842263,48.117853439
11.701605563,48.139503946
11.597684681,48.14945575
11.610531439,48.091062524
11.540153956,48.116869349
11.558628999,48.13866307
11.570013198,48.130913585
11.567644328,48.209256819
11.561653642,48.161199958
11.602418758,48.114755758
11.536515886,48.15082639
11.536269374,48.151901152
11.563217686,48.207605232
11.509242669,48.153838888
11.574057508,48.167002061
11.528400631,48.1182438
11.523942847,48.174970889
11.476354476,48.110364792
11.513716167,48.138867658
11.584734878,48.162110962
11.496349417,48.08871465
11.582616281,48.133826012
11.634848176,48.096326796
11.599443925,48.128416589
11.685217621,48.135464848
11.54386109,48.214855074
11.612483635,48.116396701
11.569717442,48.130992239
11.54900122,48.124610743
11.547535389,48.13978089
11.503548515,48.164410711
11.59537745,48.150663038
11.556472218,48.128624814
11.529292058,48.17764866
11.454154544,48.175358226
11.50089957,48.164684449
11.634132435,48.169263574
11.587202802,48.161677872
11.534056311,48.138026531
11.505813073,48.184436099
11.564848883,48.196385249
11.548322778,48.118747449
11.519501524,48.115429344
11.581003701,48.150115122
11.597782538,48.134157588
11.561932839,48.172555947
11.544345441,48.198814912
11.482943567,48.130111656
11.578775285,48.114255502
11.575291269,48.159712337
11.502985592,48.125583011
11.524904151,48.156381032
11.575346034,48.119496036
11.566137073,48.187421586
11.455730027,48.16386772
11.43932432,48.139228516
11.573679287,48.143425612
11.588623094,48.140128546
11.415088748,48.160042755
11.566089355,48.13974602
11.412297175,48.139016771
11.522462902,48.092957659
11.422042419,48.146216562
11.500904816,48.164592629
11.508413466,48.098231031
11.601329542,48.143650616
11.584821719,48.158032273
11.581241417,48.166297026
11.511267034,48.171589309
11.535255275,48.182074189
11.548272763,48.149515311
11.610687438,48.204515428
11.5865785,48.164065541
11.484547044,48.08740472
11.6284664,48.14744112
11.566032182,48.187196428
11.526579321,48.102316475
11.511343614,48.165147528
11.520467773,48.17666792
11.540544088,48.125300903
11.655047483,48.109149445
11.601699883,48.126797393
11.605329455,48.148196076
11.590148427,48.176846911
11.507493179,48.116243457
11.43119135,48.149238436
11.547249989,48.139180113
11.504389554,48.185523759
11.602625371,48.113792601
11.566523526,48.133693651
11.566443005,48.115138406
11.603278056,48.200885446
11.467273799,48.164764066
11.642119989,48.131815653
11.522677793,48.181954853
11.524306918,48.102710975
11.501769139,48.139710684
11.573158406,48.180979217
11.606674149,48.126920684
11.429791509,48.186667595
11.498057742,48.116322665
11.506744143,48.098609579
11.636891294,48.1464533
11.555044026,48.130050818
11.5638929,48.150600788
11.582548436,48.145610607
11.575676161,48.139407828
11.559873147,48.144367134
11.566461485,48.133253522
11.575401851,48.142566959
11.588320476,48.141172497
11.60753297,48.186282968
11.616243166,48.14803193
11.472142199,48.150120946
11.590492449,48.142662849
11.601452664,48.103842704
11.562662612,48.144177408
11.593287,48.142087177
11.503216858,48.085669336
11.570143111,48.11305187
11.581451147,48.127559755
11.547066943,48.14378038
11.562772713,48.14162198
11.657414884,48.09844035
11.612818536,48.120724623
11.506057446,48.094307367
11.613944036,48.131341
11.504271154,48.172912415
11.537553065,48.1169092
11.570582096,48.146883791
11.473474883,48.194086016
11.592806905,48.114998155
11.562204293,48.125533988
11.538395335,48.135778276
11.567977076,48.154040677
11.578691787,48.11418547
11.56090233,48.139942276
11.429682508,48.173816562
11.630881749,48.128956252
11.481601923,48.141709927
11.575656975,48.095698301
11.538042483,48.13978224
11.594038932,48.128510146
11.578712266,48.145064346
11.664475237,48.124919153
11.533147508,48.133611147
11.631007326,48.157721083
11.566150947,48.174724309
11.46254569,48.150984251
11.692359669,48.109720502
11.670975796,48.121541123
11.628323546,48.147467354
11.534853734,48.13809187
11.522769777,48.134360783
11.502830679,48.165975251
11.472110118,48.168008795
11.458173964,48.200453739
11.554330561,48.153938131
11.480842086,48.210024253
11.596129643,48.109180474
11.553772834,48.160649918
11.475343372,48.113198178
11.607123692,48.120022424
11.508314337,48.098259843
11.529947227,48.116805405
11.566230199,48.186839258
11.534096945,48.11082184
11.640613314,48.090110171
11.579119688,48.136024846
11.541932109,48.118378688
11.578520621,48.144677584
11.55579129,48.129803326
11.564606286,48.136720251
11.537498484,48.166202305
11.556909562,48.151678143
11.540342296,48.163965923
11.596377909,48.192801171
11.55698992,48.143694847
11.599983445,48.176172439
11.676097926,48.112700466
11.562604076,48.185952336
11.613104232,48.138265625
11.669346518,48.122340411
11.556021588,48.142021956
11.657007366,48.108364666
11.702962477,48.133552442
11.448823157,48.14507788
11.549565481,48.160746258
11.573334424,48.18004652
11.554165744,48.125497095
11.57268127,48.188985769
11.570232241,48.134109617
11.511660944,48.181096189
11.511479776,48.15872686
11.57578498,48.157121436
11.581840568,48.104416548
11.581211757,48.167089784
11.580665902,48.136833851
11.487787806,48.130093288
11.494812098,48.178053111
11.604583468,48.105760359
11.5950964,48.133909917
11.48846954,48.141273487
11.5059645,48.164112334
11.536357128,48.116910837
11.54584481,48.103892434
11.548065739,48.12403298
11.528261151,48.18520192
11.491533209,48.165324319
11.671719421,48.11249663
11.420919486,48.174442504
11.511334624,48.131061224
11.586463773,48.167330201
11.558851184,48.146759137
11.592478325,48.114895449
11.667265956,48.082226458
11.62363018,48.153684535
11.540151,48.117501962
11.643192856,48.086330211
11.540115234,48.110210554
11.604772645,48.104427452
11.523034578,48.080329933
11.539192924,48.118351778
11.499020564,48.141814555
11.560043876,48.137436057
11.570764354,48.131906982
11.688574296,48.133626074
11.680962257,48.116436132
11.595126692,48.126492277
11.500507519,48.139680433
11.574049529,48.157658472
11.590156709,48.16638199
11.539918012,48.118356928
11.552524349,48.208281911
11.563806624,48.204781196
11.541957598,48.121933246
11.537746186,48.165945774
11.563787612,48.203549294
11.534322813,48.118863298
11.576174378,48.134452403
11.487942561,48.166387409
11.592807585,48.14335567
11.576484341,48.128015945
11.699981738,48.131536852
11.582616721,48.167126477
11.468688289,48.177532818
11.535706826,48.146332989
11.524112909,48.14909753
11.586323414,48.167958273
11.583133504,48.141167682
11.594994988,48.129771101
11.565716328,48.115772398
11.605974322,48.202629291
11.560793641,48.14581035
11.506432413,48.133972007
11.604174393,48.116462353
11.55979483,48.123041781
11.569492584,48.144364738
11.547725915,48.126739044
11.617120399,48.142268389
11.608735955,48.186249044
11.534324203,48.184556961
11.564641853,48.170090709
11.497451969,48.082630235
11.588889623,48.124935436
11.520023552,48.088185096
11.627636724,48.101663046
11.559342023,48.088440398
11.644523568,48.165564327
11.54552825,48.136642568
11.543678044,48.118350341
11.603223855,48.104064064
11.458173964,48.200453739
11.60884029,48.131470119
11.550759272,48.108370784
11.610690583,48.151378473
11.558790717,48.204396061
11.535341365,48.157751358
11.608789155,48.136154449
11.531688937,48.137774728
11.573684418,48.120162629
11.570324354,48.13088043
11.700087251,48.117480245
11.639057605,48.099894845
11.594520327,48.128210782
11.548451125,48.100899146
11.640503782,48.148245133
11.524169781,48.133302748
11.650892267,48.112922735
11.601752566,48.116480654
11.581720686,48.117230186
11.546715021,48.130575377
11.585483672,48.155231229
11.574895754,48.158434309
11.507045317,48.177684666
11.504774613,48.13312779
11.589574409,48.131750566
11.593016468,48.112455512
11.571756176,48.204990325
11.564235091,48.151125823
11.560157649,48.144821288
11.503160961,48.139516581
11.466828623,48.154084096
11.60124081,48.140470012
11.584253649,48.192718838
11.504996216,48.126117355
11.52116828,48.186219522
11.541102969,48.15093646
11.574738289,48.153296904
11.486572389,48.138929597
11.495034468,48.084187769
11.523554088,48.080583624
11.533870926,48.169230952
11.558143791,48.145521182
11.564532937,48.198618734
11.546137556,48.149937004
11.534218366,48.134962276
11.517020181,48.178277097
11.41284274,48.137482421
11.543320297,48.169485041
11.539750488,48.145618873
11.537472124,48.116909165
11.544683427,48.150332466
11.548409529,48.119314438
11.598601121,48.137657178
11.547686856,48.126790328
11.605205296,48.134408411
11.573716144,48.143612423
11.675550207,48.108340097
11.547460946,48.159339238
11.581098812,48.097776093
11.643638785,48.103552184
11.550696462,48.125775483
11.578973395,48.160045418
11.503720276,48.182605405
11.53585258,48.100206045
11.571424524,48.131300088
11.556085401,48.142076787
11.466672683,48.152734316
11.602185822,48.14896281
11.588522484,48.115277124
11.456052855,48.146524325
11.521872396,48.175868044
11.491256813,48.136339006
11.462955872,48.211999594
11.554985483,48.144268041
11.502965332,48.135390565
11.465050014,48.152183139
11.54105515,48.121579103
11.568706729,48.148630742
11.556239923,48.128132739
11.558420054,48.129094166
11.585159787,48.132527927
11.54700539,48.13320438
11.562526553,48.148518244
11.461414915,48.145193424
11.574168685,48.12939219
11.55247171,48.208139714
11.565356337,48.188874527
11.452615571,48.153805157
11.5529315,48.161452024
11.579506472,48.115142901
11.59897688,48.121408823
11.479320095,48.116069105
11.625488254,48.148011754
11.636515798,48.172176973
11.491301531,48.091179946
11.593051547,48.141294514
11.574605099,48.118521307
11.60542683,48.104061224
11.582784157,48.153709981
11.477797179,48.118603878
11.560238776,48.142555799
11.522286522,48.112509466
11.588833506,48.141136768
11.574635561,48.145528623
11.586322621,48.167400968
11.588748447,48.1613438
11.570894634,48.131917936
11.596225417,48.136001067
11.504434005,48.185538035
11.535440516,48.112200559
11.608885807,48.138782625
11.553809648,48.142486814
11.563642284,48.131250703
11.552731657,48.161517178
11.507972258,48.183114679
11.547152835,48.139380768
11.478212396,48.180809995
11.589341707,48.130565493
11.571906955,48.121348489
11.529998047,48.117840142
11.567638127,48.157747472
11.63481826,48.168076988
11.568036311,48.147604613
11.513128989,48.074189465
11.504072338,48.098591561
11.582691217,48.133850498
11.58554561,48.174559781
11.539368116,48.13236187
11.576442967,48.135925153
11.506915672,48.163657188
11.548776654,48.143485199
11.565118607,48.132681667
11.576925037,48.149970493
11.594564497,48.118245677
11.555153679,48.114358323
11.594849036,48.146890974
11.564462565,48.178187891
11.546034845,48.126492075
11.509177969,48.17058115
11.646477973,48.108022425
11.575189399,48.15045635
11.507881657,48.183164981
11.594669009,48.16875888
11.496795846,48.177059886
11.524627183,48.102206538
11.629532242,48.118813871
11.526082085,48.112785629
11.586000372,48.142297389
11.572022843,48.137013423
11.549789666,48.186006893
11.596297101,48.127151286
11.562483254,48.146587768
11.500215638,48.139670358
11.48656049,48.163785327
11.55197494,48.139062719
11.57858648,48.123448263
11.478690749,48.129205929
11.609066725,48.150842451
11.604283705,48.135581085
11.506846604,48.180038823
11.586219959,48.16952128
11.529478085,48.182051309
11.529243442,48.178515055
11.57214685,48.103785086
11.558390554,48.161440305
11.597639646,48.12422294
11.6066235,48.140799324
11.510624308,48.169837761
11.413100003,48.159137431
11.506994745,48.16366619
11.59801182,48.138940825
11.460302046,48.197184771
11.576013887,48.152928166
11.602798103,48.116000015
11.601625083,48.124087934
11.562518052,48.186847721
11.558504698,48.150232926
11.516555667,48.117940949
11.529405305,48.199442579
11.579517866,48.125434482
11.548319686,48.118360971
11.704409061,48.13341194
11.55551489,48.132292678
11.55825852,48.126280952
11.446276858,48.160207408
11.566361372,48.163369347
11.568513727,48.187390358
11.574904165,48.162485412
11.576564345,48.118984896
11.581639841,48.133480845
11.585988404,48.16730984
11.528081366,48.17256603
11.531494251,48.156259897
11.69234098,48.102466763
11.533350006,48.133497724
11.502842105,48.139687928
11.658610844,48.10101462
11.653474895,48.114203591
11.557170529,48.119532428
11.576820753,48.136234938
11.571038284,48.134776125
11.618557768,48.138090855
11.670115893,48.118093218
11.601834519,48.116324971
11.556186633,48.142297024
11.565096129,48.139281827
11.553867011,48.139122917
11.503547602,48.125445957
11.511566132,48.084264362
11.46718562,48.18974307
11.577697026,48.160130021
11.481610344,48.141661495
11.528845293,48.099188787
11.538204198,48.099793951
11.481217888,48.094979933
11.619920635,48.138683804
11.549332352,48.136417483
11.464798254,48.164770898
11.654310747,48.125110019
11.547844259,48.112086909
11.61623732,48.147962583
11.568036311,48.147604613
11.565398954,48.138227861
11.570124506,48.134078385
11.515050436,48.152486276
11.556098032,48.141889513
11.455569824,48.19450797
11.57054142,48.204954218
11.577837999,48.169654557
11.642358549,48.121665433
11.563439572,48.145246674
11.608592042,48.128180593
11.522209098,48.168565482
11.562891922,48.149046612
11.586033643,48.169494648
11.573889848,48.120078294
11.689394446,48.138552865
11.534096945,48.11082184
11.578337263,48.111940962
11.574410419,48.127176745
11.581220267,48.167139948
11.605921547,48.104789247
11.59159506,48.141400688
11.539361384,48.151377702
11.584654291,48.157680445
11.658623627,48.101127859
11.475391961,48.181865956
11.529903508,48.18228099
11.516222412,48.153865626
11.528789625,48.129881264
11.533128076,48.154017113
11.534014378,48.169014978
11.549880091,48.136038311
11.590106031,48.166334102
11.586329416,48.192681126
11.501714809,48.139710674
11.532920129,48.169828298
11.503102191,48.137816152
11.553479284,48.154614733
11.497057428,48.137914454
11.616259101,48.113164129
11.588774268,48.117165494
11.566742297,48.140427622
11.576510431,48.157715745
11.594094256,48.170001347
11.558516058,48.161431394
11.576761286,48.166872212
11.5733527,48.135713862
11.573526658,48.133481534
11.461348444,48.147931372
11.640473869,48.147516918
11.636860684,48.098800299
11.583009855,48.098709128
11.56544536,48.138457297
11.562287837,48.212841088
11.507908885,48.16490248
11.525778657,48.078548822
11.65768801,48.163870068
11.575105771,48.160321887
11.518787332,48.117537843
11.520083101,48.150183628
11.507868398,48.164705236
11.574437293,48.16346862
11.553785292,48.154373026
11.565498599,48.190929782
11.56544471,48.150783975
11.546372514,48.162975994
11.502404234,48.111436462
11.543251151,48.133676819
11.572912208,48.177765939
11.517269082,48.167020436
11.563821077,48.204678973
11.628983862,48.16048595
11.579331098,48.129247166
11.577161198,48.165817688
11.481548802,48.141587059
11.569842755,48.141861417
11.502345011,48.116206567
11.554980923,48.144260265
11.508018966,48.15286544
11.548693792,48.124410446
11.538179249,48.154507283
11.589149052,48.137310954
11.66168409,48.115029656
11.649740422,48.112573871
11.574320087,48.135372346
11.581871514,48.134682118
11.544114261,48.12224963
11.474360264,48.107764965
11.561567069,48.151875841
11.582673321,48.134905468
11.556904203,48.095569955
11.493431188,48.143806164
11.523463425,48.099152076
11.668161858,48.123145973
11.461342551,48.146745808
11.48125903,48.094155932
11.579204559,48.12935282
11.523147679,48.106253573
11.562891922,48.149046612
11.602329376,48.123736166
11.687512254,48.140623727
11.555898658,48.137420204
11.526318059,48.182008963
11.502994874,48.126043226
11.582279657,48.135073359
11.59736697,48.149716135
11.624308115,48.153919392
11.498240436,48.094997324
11.588387113,48.131688727
11.657563407,48.11072526
11.502652074,48.121987023
11.602498368,48.135738359
11.506996308,48.09433681
11.586394397,48.164199342
11.598737387,48.141073546
11.56838534,48.136276826
11.555950621,48.13898593
11.496231408,48.130303273
11.654624229,48.122242765
11.50226493,48.112262451
11.599688979,48.125145436
11.468646846,48.14560115
11.539925866,48.212757744
11.520137098,48.146536573
11.45677258,48.165224517
11.601510412,48.1037232
11.605183508,48.104570808
11.623449055,48.15179548
11.448376425,48.15867843
11.56508047,48.204739977
11.598789683,48.140979245
11.513478796,48.177586633
11.564727239,48.13742705
11.620695124000065,48.20373807600004
11.541334580000068,48.100601666000045
11.521970848000024,48.18982665200008
11.537429227000075,48.159806994000064
11.407619572000044,48.12776436700005
11.50912719300004,48.10612136300006
11.619439660000069,48.10767849800004
