Unnamed: 0,land,regbez,kreis,gemeinde,jahr,monat,stunde,wochentag,kategorie,art,typ,licht,strzustand,ist_rad,ist_pkw,ist_fuss,ist_krad,ist_gkfz,ist_sonstige,linrefx,linrefy,xgcswgs84,ygcswgs84,ags
171518,9,1,62,0,2018,1,15,3,3,5,2,1,1,0,1,0,0,0.0,0,689038.019,5335543.8596,11.541395950000036,48.14503252000003,09162000
171519,9,1,62,0,2018,1,11,2,3,5,2,0,0,1,0,0,0,0.0,1,693176.1177,5336208.1839,11.59727066000005,48.14976024200007,09162000
171520,9,1,62,0,2018,1,18,2,3,3,6,2,0,0,1,0,0,0.0,0,693822.7685,5340290.2567,11.607816204000072,48.186251568000046,09162000
171521,9,1,62,0,2018,1,12,3,3,3,6,0,0,1,0,0,0,0.0,0,691922.0834,5336031.934,11.580348384000049,48.14855574900008,09162000
171522,9,1,62,0,2018,1,8,2,3,0,7,0,0,0,1,1,0,0.0,0,689568.2599,5339677.1457,11.55035926000005,48.18202477300008,09162000
171525,9,1,62,0,2018,1,14,2,3,2,2,0,0,0,1,0,0,1.0,0,690750.0525,5340172.0581,11.566464222000036,48.18611928100006,09162000
171526,9,1,62,0,2018,1,7,2,3,0,7,0,0,1,0,0,0,0.0,0,688236.8963,5336784.1207,11.531185218000076,48.15641773200008,09162000
171527,9,1,62,0,2018,1,18,2,3,5,2,2,0,1,1,0,0,0.0,0,687813.4959,5334453.8501,11.524469594000038,48.13559795500004,09162000
171529,9,1,62,0,2018,1,5,2,3,1,6,2,0,0,1,0,0,0.0,0,692243.4509,5330469.0972,11.58215577200002,48.09846083900004,09162000
171530,9,1,62,0,2018,1,16,3,3,0,5,1,1,1,1,0,0,0.0,0,690426.5893,5335419.4173,11.559988747000034,48.143499922000046,09162000
171531,9,1,62,0,2018,1,6,2,3,0,6,1,0,1,1,0,0,0.0,0,691565.1458,5333854.3118,11.574575036000056,48.12909115200006,09162000
171532,9,1,62,0,2018,1,13,2,3,6,3,0,0,0,1,1,0,0.0,0,690697.2586,5334630.1711,11.56327030400007,48.13632514400007,09162000
171533,9,1,62,0,2018,1,12,2,3,6,4,0,0,1,0,1,0,0.0,0,690789.5072,5334753.3835,11.56456416900005,48.13740492100004,09162000
171561,9,1,62,0,2018,1,9,5,3,5,2,0,0,1,1,0,0,0.0,0,692158.1912,5333633.3156,11.582437348000042,48.12692612500007,09162000
171564,9,1,62,0,2018,1,2,5,3,5,3,2,0,1,1,0,0,0.0,0,696868.4897,5330453.44,11.644202888000052,48.096908066000026,09162000
171569,9,1,62,0,2018,1,14,3,3,1,5,0,1,1,1,0,0,0.0,0,691648.364,5334459.688,11.575964586000056,48.13450714900006,09162000
171581,9,1,62,0,2018,1,12,3,3,2,6,0,1,0,1,0,0,0.0,0,690992.8665,5329594.215,11.56498442800006,48.09097345000004,09162000
171586,9,1,62,0,2018,1,4,1,3,6,4,2,0,0,1,1,0,0.0,0,691424.018,5335711.714,11.573515040000077,48.14582773000007,09162000
171588,9,1,62,0,2018,1,17,1,3,0,2,2,1,1,1,0,0,0.0,0,684074.568,5335084.757,11.47453508600006,48.14236138600006,09162000
171592,9,1,62,0,2018,1,14,1,3,1,6,0,1,0,1,0,0,0.0,0,692180.8994,5333509.2041,11.582686241000031,48.125803776000055,09162000
171593,9,1,62,0,2018,1,17,1,2,6,2,2,1,0,1,1,0,0.0,0,680106.6078,5335538.2975,11.421435166000036,48.14757388000004,09162000
171595,9,1,62,0,2018,1,23,1,3,6,2,2,1,0,1,1,0,0.0,0,694850.129,5334103.4668,11.61879067500007,48.13033339900005,09162000
171596,9,1,62,0,2018,1,11,1,3,5,3,0,0,1,0,0,0,0.0,0,693779.6617,5331981.6627,11.603454600000076,48.11159006100007,09162000
171607,9,1,62,0,2018,1,17,3,3,5,3,2,1,0,1,0,0,0.0,0,690439.4122,5335580.169,11.560232850000034,48.14494091500006,09162000
171618,9,1,62,0,2018,1,7,3,3,0,2,2,1,1,1,0,0,0.0,0,680318.1877,5335608.4624,11.424306823000052,48.14814464400007,09162000
171628,9,1,62,0,2018,1,14,7,3,4,2,0,0,0,1,0,0,0.0,0,690069.9078,5331942.0203,11.55364774800006,48.11235161700006,09162000
171630,9,1,62,0,2018,1,20,7,3,5,3,2,0,1,1,0,0,0.0,0,692602.3531,5338057.8033,11.590401824000024,48.16655812300007,09162000
171631,9,1,62,0,2018,1,14,3,3,6,2,0,1,0,1,1,0,0.0,0,689682.3495,5334897.9048,11.549761610000076,48.13903486700008,09162000
171633,9,1,62,0,2018,1,4,7,2,6,7,2,0,0,1,1,0,0.0,0,691481.986,5334328.5594,11.573671687000058,48.13337866000006,09162000
171634,9,1,62,0,2018,1,15,7,3,8,7,0,0,0,1,1,0,0.0,0,691068.8907,5335063.9545,11.568455014000053,48.14011248400004,09162000
171635,9,1,62,0,2018,1,20,7,3,6,7,2,0,0,1,1,0,0.0,0,691378.037,5334733.4042,11.572457865000048,48.13704862900005,09162000
171636,9,1,62,0,2018,1,14,7,3,5,3,0,0,0,1,0,0,0.0,0,687231.8351,5334809.1185,11.51681527900007,48.13896260300004,09162000
171637,9,1,62,0,2018,1,15,7,3,1,6,0,0,0,1,0,0,0.0,0,688305.7816,5330590.4782,11.529373732000067,48.10072765100006,09162000
171669,9,1,62,0,2018,1,15,3,3,5,3,0,1,1,1,0,0,0.0,0,686388.6712,5328410.0036,11.502696436000065,48.08169226700005,09162000
171685,9,1,62,0,2018,1,9,2,3,0,7,0,1,0,0,0,0,0.0,1,684568.6204,5335032.6304,11.481147644000032,48.14174971600005,09162000
171686,9,1,62,0,2018,1,21,6,3,5,3,2,0,0,1,0,0,0.0,0,691454.3306,5334596.8864,11.573420954000028,48.13579867400006,09162000
171687,9,1,62,0,2018,1,13,6,3,6,4,0,0,1,0,1,0,0.0,0,686240.1433,5332847.165,11.502640428000063,48.12161883400006,09162000
171689,9,1,62,0,2018,1,11,6,3,6,4,0,0,0,1,1,0,0.0,0,697177.3159,5332160.07,11.649134833000062,48.11215075000007,09162000
171690,9,1,62,0,2018,1,10,6,3,0,2,0,0,1,1,0,0,0.0,0,688944.7564,5336745.7642,11.54067695300006,48.15586306000006,09162000
171691,9,1,62,0,2018,1,12,2,2,6,2,0,0,0,1,1,0,0.0,0,690341.2116,5334622.2277,11.558485877000066,48.136360342000046,09162000
171692,9,1,62,0,2018,1,13,6,3,1,6,0,0,0,1,0,0,0.0,0,689415.2837,5336089.4734,11.546705406000058,48.14982431600004,09162000
171693,9,1,62,0,2018,1,12,6,3,1,5,0,0,1,1,0,0,0.0,0,691672.2413,5334270.4079,11.576200030000052,48.13279873300007,09162000
171694,9,1,62,0,2018,1,19,6,3,6,2,2,0,0,1,1,0,0.0,0,695816.2133,5334172.1313,11.63179225600004,48.13065405500004,09162000
171698,9,1,62,0,2018,1,21,2,3,2,6,2,0,0,1,0,0,0.0,0,690709.5786,5340294.2407,11.565975081000031,48.18722959300004,09162000
171710,9,1,62,0,2018,1,7,2,3,5,2,2,0,1,1,0,0,0.0,0,689225.081,5341699.986,11.546648313000048,48.200308344000064,09162000
171727,9,1,62,0,2018,1,18,3,3,5,3,2,1,0,1,0,0,0.0,0,687294.0311,5327427.8996,11.51441043500006,48.07259942400003,09162000
171738,9,1,62,0,2018,1,17,3,3,6,7,0,1,0,1,1,0,0.0,0,694406.1202,5336506.3708,11.613926554000043,48.15206549100003,09162000
171752,9,1,62,0,2018,1,22,5,3,0,7,2,0,1,0,0,0,0.0,0,692376.8303,5336975.6257,11.586882463000052,48.15690006700004,09162000
171753,9,1,62,0,2018,1,9,5,3,1,6,0,0,0,1,0,0,0.0,0,689377.1653,5334918.01,11.545672385000046,48.13930647400008,09162000
171755,9,1,62,0,2018,1,9,5,3,5,3,0,0,1,1,0,0,0.0,0,688554.2278,5333685.9822,11.534076145000029,48.12847719300004,09162000
171756,9,1,62,0,2018,1,7,5,3,4,2,1,1,0,1,0,0,0.0,0,682778.3752,5334803.0412,11.457005983000045,48.14020282700005,09162000
171760,9,1,62,0,2018,1,10,5,3,6,4,0,0,0,1,1,0,0.0,0,691532.8201,5334286.8344,11.574335465000049,48.13298834500006,09162000
171761,9,1,62,0,2018,1,8,5,3,0,5,0,1,1,1,0,0,0.0,0,692813.8204,5338853.9806,11.593603975000065,48.17364981600008,09162000
171764,9,1,62,0,2018,1,14,5,3,3,6,0,0,0,1,0,0,0.0,0,684286.7124,5337520.983,11.478439172000035,48.16419804600008,09162000
171765,9,1,62,0,2018,1,7,5,3,1,6,0,1,0,1,0,0,1.0,0,686725.9198,5330211.5298,11.508007994000025,48.097786462000045,09162000
171767,9,1,62,0,2018,1,18,5,3,6,4,2,0,0,1,1,0,0.0,0,689689.6029,5331905.9361,11.54852743400005,48.11214066700006,09162000
171770,9,1,62,0,2018,1,9,5,3,2,6,0,1,0,1,0,0,0.0,0,689008.3707,5331959.2851,11.539407887000038,48.11282270100003,09162000
171771,9,1,62,0,2018,1,18,7,3,1,5,2,1,0,1,0,0,0.0,0,697889.9614,5332886.8041,11.659035980000056,48.11846111900008,09162000
171773,9,1,62,0,2018,1,13,5,3,2,6,0,0,0,1,0,0,0.0,0,692467.8295,5335471.7594,11.587424828000051,48.14335613700007,09162000
171775,9,1,62,0,2018,1,15,5,3,5,3,0,0,0,1,0,0,0.0,0,688967.7674,5330582.5306,11.538253153000028,48.10046023400008,09162000
171777,9,1,62,0,2018,1,10,5,3,5,3,0,1,0,1,0,0,0.0,0,694161.4969,5336574.4183,11.61067201000003,48.152751797000064,09162000
171792,9,1,62,0,2018,1,20,6,3,4,3,2,0,1,1,0,0,0.0,0,690674.7229,5340766.0681,11.565718402000073,48.19148077400007,09162000
171799,9,1,62,0,2018,1,5,5,3,5,3,2,1,0,1,0,0,0.0,0,690880.2843,5334271.2467,11.565567078000072,48.13304428000004,09162000
171801,9,1,62,0,2018,1,8,7,2,6,4,0,1,0,1,1,0,0.0,0,684561.1326,5335033.5218,11.48104747000002,48.14175990000007,09162000
171818,9,1,62,0,2018,1,14,3,3,6,4,0,1,0,1,1,0,0.0,0,692292.5898,5337527.5933,11.586000364000029,48.16188649900005,09162000
171821,9,1,62,0,2018,1,18,3,3,1,6,2,0,0,1,0,0,0.0,0,691517.4797,5334382.7729,11.574172622000049,48.13385524500006,09162000
171823,9,1,62,0,2018,1,12,3,3,8,7,0,1,0,1,0,1,0.0,0,685788.3565,5340175.5716,11.499774979000051,48.187621343000046,09162000
171825,9,1,62,0,2018,1,15,3,3,6,7,0,1,0,1,1,0,0.0,0,698672.8613,5333318.2071,11.669744967000042,48.12209446000003,09162000
171827,9,1,62,0,2018,1,13,3,3,5,3,0,0,1,1,0,0,0.0,0,683440.3002,5337556.968,11.467082420000054,48.164766289000056,09162000
171828,9,1,62,0,2018,1,11,3,3,6,4,0,0,0,0,1,0,0.0,1,689038.7091,5332375.1889,11.539999435000029,48.11655190500005,09162000
171830,9,1,62,0,2018,1,22,3,3,0,1,2,0,1,0,0,0,0.0,0,691064.2165,5333165.3299,11.567540864000025,48.12304917700004,09162000
171844,9,1,62,0,2018,1,15,6,3,1,7,0,0,1,1,0,0,0.0,0,692238.7923,5337166.0327,11.585114263000037,48.15865314500007,09162000
171855,9,1,62,0,2018,1,20,5,2,6,2,2,1,0,1,1,0,0.0,0,693276.0367,5334639.651,11.597900717000073,48.13563238500007,09162000
171863,9,1,62,0,2018,1,12,7,2,0,5,0,1,1,1,0,0,0.0,0,695480.6156,5333726.966,11.627082506000022,48.12675627900006,09162000
171871,9,1,62,0,2018,1,9,5,3,0,7,0,0,0,1,1,0,0.0,0,689519.7684,5333581.9544,11.546993010000053,48.12725544800003,09162000
171881,9,1,62,0,2018,1,18,2,2,6,4,2,1,0,1,1,0,0.0,0,691247.0552,5335938.5286,11.571240319000026,48.147919537000064,09162000
171884,9,1,62,0,2018,1,19,2,1,6,2,2,1,0,0,1,0,0.0,1,696946.872,5330700.401,11.645368444000042,48.09910339200008,09162000
171888,9,1,62,0,2018,1,13,2,3,6,7,0,1,1,0,1,0,0.0,0,688113.746,5336743.0268,11.52951274700007,48.15608481400005,09162000
171889,9,1,62,0,2018,1,18,2,3,6,2,2,1,0,1,1,0,0.0,0,688502.4912,5330015.964,11.531759606000035,48.095505616000025,09162000
171893,9,1,62,0,2018,1,19,2,3,6,4,2,1,0,1,1,0,0.0,0,690456.9615,5335310.9051,11.56034809600004,48.14251552700006,09162000
171903,9,1,62,0,2018,1,18,6,3,5,7,2,1,0,1,0,0,0.0,1,690652.9924,5340760.204,11.56542366800005,48.191434592000064,09162000
171912,9,1,62,0,2018,1,19,4,3,5,5,2,1,1,1,0,0,0.0,0,691282.9881,5335014.7052,11.571307907000062,48.13960551100007,09162000
171917,9,1,62,0,2018,1,17,5,3,5,2,2,1,0,1,0,0,0.0,1,689078.2306,5334941.4311,11.541668505000075,48.13960588300006,09162000
171920,9,1,62,0,2018,1,8,4,3,5,3,0,1,1,1,0,0,0.0,0,691701.8926,5336930.1299,11.577795656000037,48.15669497900007,09162000
171921,9,1,62,0,2018,1,23,7,3,1,2,2,0,0,1,0,0,0.0,0,688992.7659,5335567.2867,11.540798594000025,48.14525653000004,09162000
171924,9,1,62,0,2018,1,9,4,3,5,3,0,0,0,1,0,0,0.0,0,690868.9893,5337195.2606,11.56672631500004,48.159328481000045,09162000
171928,9,1,62,0,2018,1,9,5,3,2,4,0,1,0,1,1,0,0.0,0,687416.5577,5330987.2199,11.517615660000049,48.10455587500008,09162000
171933,9,1,62,0,2018,1,15,5,3,0,5,0,0,1,1,0,0,0.0,0,690907.2907,5334663.9223,11.566105656000047,48.13656552600003,09162000
171936,9,1,62,0,2018,1,14,4,3,5,4,0,0,1,0,1,0,0.0,0,693047.6132,5335575.9962,11.595258078000027,48.14411733300005,09162000
171961,9,1,62,0,2018,1,7,6,3,6,4,0,1,1,0,1,0,0.0,0,693634.5089,5333344.8026,11.602125551000029,48.12388571800005,09162000
171977,9,1,62,0,2018,1,14,5,3,2,6,0,1,0,1,0,0,0.0,0,692207.662,5339091.927,11.585566552000046,48.17597202300004,09162000
171979,9,1,62,0,2018,1,21,1,3,5,3,2,0,0,1,0,0,0.0,0,690878.946,5334270.342,11.565548703000047,48.13303655000004,09162000
171981,9,1,62,0,2018,1,18,7,3,6,4,2,2,0,1,1,0,0.0,0,686204.6082,5333888.8536,11.50261850000004,48.130992339000045,09162000
171982,9,1,62,0,2018,1,13,1,3,0,7,0,1,1,0,0,0,0.0,0,690803.6256,5335943.4978,11.565287018000047,48.14809736000007,09162000
171984,9,1,62,0,2018,1,7,1,2,4,3,0,1,0,1,0,0,0.0,1,686251.302,5333286.491,11.502982187000043,48.12556440700007,09162000
171987,9,1,62,0,2018,1,12,1,2,8,7,0,1,0,1,0,0,0.0,0,685984.5697,5329877.3692,11.497914802000023,48.09499967300008,09162000
171994,9,1,62,0,2018,1,21,5,3,1,6,2,0,0,1,0,0,0.0,0,686659.0822,5338224.8397,11.51062212100004,48.16983240800005,09162000
172036,9,1,62,0,2018,1,18,6,3,1,6,1,0,0,1,0,0,0.0,0,688041.0142,5339008.8311,11.529537590000077,48.17647171500005,09162000
172037,9,1,62,0,2018,1,13,6,3,5,2,0,0,0,1,0,0,0.0,0,686404.9264,5337527.482,11.506901372000073,48.16363893000005,09162000
172038,9,1,62,0,2018,1,21,6,3,5,3,2,0,1,1,0,0,0.0,0,688972.5936,5337574.8345,11.541419155000028,48.16330653600005,09162000
172039,9,1,62,0,2018,1,17,6,3,5,3,2,0,0,1,0,1,0.0,0,686268.9839,5339504.5637,11.505941196000038,48.18144938400008,09162000
172040,9,1,62,0,2018,1,7,6,3,3,2,0,0,1,1,0,0,0.0,0,693178.0293,5336203.7805,11.59729433600006,48.14972008500007,09162000
172041,9,1,62,0,2018,1,13,6,3,5,3,0,0,0,1,0,0,0.0,0,680323.5915,5335389.5947,11.42428669800006,48.14617573400005,09162000
172043,9,1,62,0,2018,1,11,6,3,2,6,0,0,0,1,0,0,0.0,0,688347.2169,5333929.1045,11.53140429800004,48.13072370900005,09162000
172044,9,1,62,0,2018,1,9,6,2,0,7,0,0,1,0,0,0,0.0,0,691922.4351,5336084.1142,11.58037663400006,48.14902462900005,09162000
172061,9,1,62,0,2018,1,18,3,3,1,5,2,1,1,1,0,0,0.0,0,693746.341,5336456.6781,11.605042268000034,48.15182019100007,09162000
172064,9,1,62,0,2018,1,16,3,3,1,6,0,0,0,1,0,0,0.0,0,690189.3588,5336192.1514,11.557148063000056,48.15051620600008,09162000
172066,9,1,62,0,2018,1,18,3,2,5,3,2,0,1,1,0,0,0.0,0,692919.4319,5335344.2266,11.59343168500004,48.14207313000003,09162000
172068,9,1,62,0,2018,1,16,3,3,6,4,1,0,0,1,1,0,0.0,0,690525.4745,5334705.4444,11.560997318000034,48.13705315200008,09162000
172071,9,1,62,0,2018,1,20,3,3,0,5,2,0,1,1,0,0,0.0,0,690314.234,5335379.6143,11.558462077000058,48.14317579200008,09162000
172074,9,1,62,0,2018,1,15,3,3,3,5,0,0,1,1,0,0,0.0,0,690541.9666,5339205.0294,11.563233784000031,48.17749018400008,09162000
172075,9,1,62,0,2018,1,8,3,3,6,7,0,0,1,0,1,0,0.0,0,694541.6904,5337225.6128,11.616076234000047,48.15848826700005,09162000
172077,9,1,62,0,2018,1,11,3,3,1,5,0,0,1,1,0,0,0.0,0,690856.0028,5335411.3921,11.56575194800007,48.14329912100004,09162000
172111,9,1,62,0,2018,1,9,5,3,5,2,0,0,0,0,0,0,1.0,1,689545.3264,5337269.3905,11.548977617000048,48.16039071000006,09162000
172112,9,1,62,0,2018,1,17,5,3,5,3,1,0,1,1,0,0,0.0,0,690688.8391,5338154.14,11.564736137000068,48.168000850000055,09162000
172114,9,1,62,0,2018,1,14,5,3,6,4,0,0,1,0,1,0,0.0,0,692955.6088,5332246.2612,11.592514824000034,48.11421839100007,09162000
172115,9,1,62,0,2018,1,16,5,2,3,2,0,0,1,0,0,0,0.0,0,691102.2647,5335212.8984,11.568970014000058,48.14144115600004,09162000
172116,9,1,62,0,2018,1,17,5,3,0,2,1,0,0,1,0,0,0.0,1,693934.76,5331205.931,11.60518350800004,48.10457080800006,09162000
172118,9,1,62,0,2018,1,18,5,3,2,2,2,0,1,1,0,0,0.0,0,688712.3799,5333410.0926,11.536077309000063,48.125950587000034,09162000
172119,9,1,62,0,2018,1,8,5,3,5,2,0,0,1,1,0,0,0.0,0,689437.8404,5337147.1187,11.54747919700003,48.15932375900008,09162000
172122,9,1,62,0,2018,1,16,5,3,5,7,0,0,1,0,0,0,0.0,0,700669.4493,5334437.7092,11.69707132800005,48.13152932500003,09162000
172125,9,1,62,0,2018,1,7,5,3,5,3,1,1,1,1,0,0,0.0,0,701101.218,5331599.3491,11.70152911400004,48.10588476300006,09162000
172127,9,1,62,0,2018,1,8,5,3,0,7,0,0,0,1,0,0,0.0,1,690357.6211,5334035.3865,11.558444009000029,48.13108090700007,09162000
172128,9,1,62,0,2018,1,9,5,3,0,1,0,0,1,0,0,0,0.0,0,692567.1515,5335065.4537,11.588574914000048,48.13967430000008,09162000
172130,9,1,62,0,2018,1,19,5,3,5,3,2,0,1,1,0,0,0.0,0,691817.071,5334930.6766,11.578441904000044,48.138689500000055,09162000
172163,9,1,62,0,2018,1,13,2,2,6,4,0,0,0,1,1,0,0.0,0,690622.5581,5334747.8159,11.562319901000023,48.13740491200008,09162000
172165,9,1,62,0,2018,1,12,2,3,1,6,0,0,0,1,0,0,0.0,0,684202.9416,5341212.4058,11.478913834000023,48.19740259500003,09162000
172167,9,1,62,0,2018,1,11,2,3,5,3,0,0,0,1,0,0,0.0,0,691201.95,5335821.782,11.570582096000066,48.14688379100005,09162000
172168,9,1,62,0,2018,1,7,2,3,5,7,0,0,1,0,0,0,0.0,0,690432.0753,5337037.3561,11.56078629500007,48.15804024300007,09162000
172170,9,1,62,0,2018,1,16,2,3,3,5,0,0,0,0,0,0,0.0,1,690235.7016,5343867.1984,11.56120723600003,48.21948497100004,09162000
172172,9,1,62,0,2018,1,16,2,3,0,4,2,0,0,0,1,0,0.0,1,694944.8247,5336703.8415,11.621252414000026,48.15367538000004,09162000
172175,9,1,62,0,2018,1,19,2,3,5,3,2,0,1,1,0,0,0.0,0,689604.034,5337301.401,11.54978056400006,48.16066091700003,09162000
172207,9,1,62,0,2018,1,18,4,3,5,3,2,0,1,1,0,0,0.0,0,687985.581,5338192.746,11.528431787000043,48.16915302600006,09162000
172209,9,1,62,0,2018,1,16,4,3,2,6,1,0,0,1,0,0,0.0,0,690074.1176,5338191.5228,11.556493489000047,48.16852095000007,09162000
172212,9,1,62,0,2018,1,14,4,3,5,2,0,0,0,1,0,0,0.0,0,683367.9908,5335479.8402,11.465215775000049,48.14611667400004,09162000
172214,9,1,62,0,2018,1,16,4,3,5,2,0,0,0,1,0,0,0.0,0,693020.7156,5341950.735,11.59779117000005,48.20141952600005,09162000
172216,9,1,62,0,2018,1,7,4,3,6,7,0,0,1,0,1,0,0.0,0,693977.3114,5335910.3012,11.607895495000037,48.14683916500008,09162000
172220,9,1,62,0,2018,1,5,4,3,6,2,2,1,0,1,1,0,0.0,0,687475.0941,5335785.5576,11.52051185600004,48.14766745600008,09162000
172222,9,1,62,0,2018,1,17,4,3,6,2,2,0,0,1,1,0,0.0,0,680098.6727,5335525.7172,11.421323259000076,48.14746304400006,09162000
172223,9,1,62,0,2018,1,11,4,3,6,4,0,0,0,1,1,0,0.0,0,692245.3483,5338595.776,11.585848597000052,48.17150134700006,09162000
172225,9,1,62,0,2018,1,16,4,3,5,3,1,0,0,1,0,0,0.0,0,690395.6583,5342938.6581,11.56294173300006,48.21109142800003,09162000
172227,9,1,62,0,2018,1,12,4,3,2,6,0,0,0,1,0,0,0.0,0,691431.5155,5335446.01,11.57349627000002,48.143437360000064,09162000
172229,9,1,62,0,2018,1,15,4,2,8,1,0,0,1,0,0,0,0.0,0,690808.8165,5334843.839,11.564863974000048,48.13821214100005,09162000
172261,9,1,62,0,2018,1,11,7,3,1,5,0,0,0,1,0,1,0.0,0,693915.3491,5331203.7985,11.604922066000029,48.10455755000004,09162000
172262,9,1,62,0,2018,1,10,7,3,3,7,0,0,0,1,0,0,0.0,0,691277.0503,5329954.2864,11.568958269000063,48.09412454900007,09162000
172278,9,1,62,0,2018,2,12,6,3,6,7,0,0,0,1,1,0,0.0,0,693667.4725,5333802.8707,11.602776193000068,48.12799266800005,09162000
172279,9,1,62,0,2018,2,12,6,3,6,4,0,0,0,1,1,0,0.0,0,686933.8615,5339281.1229,11.514778808000074,48.17924578200007,09162000
172280,9,1,62,0,2018,2,13,6,3,5,7,0,0,1,1,0,0,0.0,0,693048.1121,5342025.173,11.598193351000075,48.20208021700006,09162000
172281,9,1,62,0,2018,2,8,6,3,5,3,0,0,1,1,0,0,0.0,0,688677.7689,5337165.6117,11.537276700000064,48.15971596300005,09162000
172282,9,1,62,0,2018,2,16,6,3,2,6,0,0,0,1,0,0,0.0,0,694063.1846,5336376.0745,11.609261101000072,48.15099916500003,09162000
172310,9,1,62,0,2018,2,16,3,3,6,4,0,1,0,1,1,0,0.0,0,688008.9895,5339025.6834,11.529114682000056,48.17663266100004,09162000
172311,9,1,62,0,2018,2,10,3,3,6,2,0,0,0,1,1,0,0.0,0,689208.6262,5332995.1015,11.542555279000055,48.12207329900008,09162000
172331,9,1,62,0,2018,2,23,5,3,9,1,2,1,0,1,0,0,0.0,0,693276.0367,5334639.651,11.597900717000073,48.13563238500007,09162000
172332,9,1,62,0,2018,2,8,5,3,5,3,0,0,1,1,0,0,0.0,0,683077.4558,5335667.3979,11.46139419700006,48.14788624300007,09162000
172334,9,1,62,0,2018,2,6,5,3,0,7,2,0,1,0,0,0,0.0,1,690141.1233,5335116.2426,11.556019694000042,48.14086036600003,09162000
172335,9,1,62,0,2018,2,7,5,3,3,6,0,1,1,1,0,0,0.0,0,693041.8247,5335957.8189,11.595353465000072,48.14755080400005,09162000
172337,9,1,62,0,2018,2,17,5,3,5,3,1,0,0,1,0,0,0.0,0,698710.1618,5331022.9594,11.669176399000037,48.10145489300004,09162000
172339,9,1,62,0,2018,2,7,5,3,6,2,1,1,0,1,1,0,0.0,0,681883.1445,5335700.7178,11.44536667500006,48.14852836000006,09162000
172341,9,1,62,0,2018,2,14,5,3,2,6,0,1,0,1,0,0,0.0,0,692451.6804,5340423.6672,11.589448764000052,48.187867460000064,09162000
172344,9,1,62,0,2018,2,15,5,3,6,4,0,1,1,0,1,0,0.0,0,689415.7557,5335947.9385,11.546648765000043,48.14855205200007,09162000
172346,9,1,62,0,2018,2,15,5,2,0,7,0,1,0,1,0,1,0.0,0,688150.45,5338530.859,11.530796678000058,48.17214325100008,09162000
172347,9,1,62,0,2018,2,8,5,3,3,7,0,0,0,1,0,0,0.0,1,689198.3262,5334937.8224,11.54327962800005,48.139537750000045,09162000
172349,9,1,62,0,2018,2,13,5,3,5,2,0,1,1,1,0,0,0.0,0,688025.3242,5338998.9072,11.529322351000076,48.17638716000005,09162000
172353,9,1,62,0,2018,2,18,5,3,6,4,2,1,0,1,1,0,0.0,0,692791.6818,5333515.8847,11.590888774000064,48.12567914600004,09162000
172355,9,1,62,0,2018,2,9,5,3,1,5,0,1,1,1,0,0,0.0,0,691959.5555,5338832.57,11.582115435000048,48.17371597400006,09162000
172357,9,1,62,0,2018,2,10,5,3,3,6,0,1,0,1,0,0,0.0,0,691922.0051,5336031.6452,11.58034720200004,48.14855317700005,09162000
172384,9,1,62,0,2018,2,14,2,3,2,6,0,0,0,1,0,0,0.0,0,690947.7254,5334297.7619,11.566484475000038,48.13326236800003,09162000
172385,9,1,62,0,2018,2,8,2,3,5,3,0,0,1,1,0,0,0.0,0,694858.711,5337128.963,11.62029044600007,48.15752255900003,09162000
172387,9,1,62,0,2018,2,9,2,3,2,6,0,0,0,1,0,0,0.0,0,688668.0663,5337890.5204,11.537467895000075,48.16623439300008,09162000
172391,9,1,62,0,2018,2,7,2,3,0,6,0,1,1,1,0,0,0.0,0,693927.5961,5340263.2928,11.609212795000076,48.18597723700003,09162000
172396,9,1,62,0,2018,2,13,2,2,5,3,0,0,1,1,0,0,0.0,0,684429.969,5339403.173,11.481180479000043,48.18107451700007,09162000
172399,9,1,62,0,2018,2,11,2,3,0,6,0,0,0,1,0,0,0.0,0,693319.6229,5335250.5639,11.598763232000069,48.14110985100007,09162000
172401,9,1,62,0,2018,2,18,2,3,4,2,1,0,0,1,0,0,0.0,0,694454.2139,5333044.1414,11.612992022000071,48.12093365700008,09162000
172432,9,1,62,0,2018,1,16,4,2,6,4,0,0,0,1,1,0,0.0,0,687038.2067,5344368.6812,11.518423057000064,48.22494294500007,09162000
172435,9,1,62,0,2018,1,19,4,3,1,5,2,0,1,1,0,0,0.0,0,689090.4314,5332801.2054,11.540882615000044,48.12036564700003,09162000
172436,9,1,62,0,2018,1,7,4,3,0,1,0,0,1,0,0,0,0.0,0,690857.7495,5333010.1302,11.564699738000058,48.12171617300004,09162000
172438,9,1,62,0,2018,1,2,4,3,5,3,2,0,0,1,0,0,0.0,0,690796.4808,5334753.6161,11.564657914000064,48.13740492100004,09162000
172439,9,1,62,0,2018,1,18,4,3,6,7,2,1,0,1,1,0,0.0,0,689882.8947,5343310.7725,11.55621306200004,48.21458955600008,09162000
172441,9,1,62,0,2018,1,15,4,3,3,7,0,0,1,1,0,0,0.0,0,691941.3021,5334981.0955,11.58013280800003,48.13910519600006,09162000
172443,9,1,62,0,2018,1,10,4,3,2,6,0,0,0,1,0,0,0.0,0,691557.8744,5332583.4715,11.573906325000053,48.11767115200007,09162000
